2056,1
4617,0
4618,1
6162,0
4015,0
7710,0
6917,0
7712,0
5672,1
7721,0
7722,1
7723,0
1246,0
2609,0
1075,1
5031,0
7735,0
4152,1
5689,0
6202,0
7690,0
5699,0
6725,0
4678,1
2634,1
7757,1
4688,1
7267,0
5719,1
3161,0
1114,1
4704,0
610,1
3683,1
5408,0
7800,1
7806,0
5426,0
2702,1
2706,1
2708,0
2198,1
2200,1
3739,1
4252,0
6342,0
5288,0
4777,0
7623,0
3756,0
4783,1
6323,0
773,0
5406,1
6330,0
6331,0
188,1
5821,0
6336,1
7200,0
6339,0
6854,0
5921,0
6856,0
5834,1
6859,0
4814,1
6864,0
6865,0
6866,0
6867,1
4308,0
1241,1
6875,0
6878,1
6881,0
746,1
5870,0
3571,0
4343,1
5885,1
7902,0
771,1
772,1
1285,1
781,0
5911,0
5912,0
1305,1
1310,1
7456,0
5409,1
2852,1
4902,0
4903,1
4907,1
1325,1
4914,1
7475,0
7476,1
4917,1
1334,0
7480,1
6461,1
6975,0
6977,0
6978,0
4932,1
4936,1
7052,0
4938,0
6987,1
4940,0
1360,1
4920,1
4946,1
7509,0
854,1
4951,0
1374,0
7520,1
865,1
7013,0
4968,0
5483,1
7022,1
4976,1
6513,0
6514,0
2935,1
6009,0
4476,1
6378,1
4992,1
7558,1
6537,0
907,1
7564,0
6544,0
7058,0
919,0
5024,1
6052,0
4519,1
5032,0
5036,1
4525,1
5039,0
2994,1
7603,0
6070,1
7614,0
4939,1
4039,1
5076,0
3543,0
5596,0
2013,0
6110,0
7136,1
6992,0
4069,1
6481,0
6632,0
7659,0
2386,1
6397,0
7664,1
6130,0
4595,0
6135,1
6140,1
6141,1
