1540,1
4104,0
5975,0
4110,1
7696,0
3588,1
5295,0
4125,1
4127,0
4131,1
7204,0
6696,0
2605,0
2097,1
5683,0
3636,1
4662,0
568,0
1595,0
4681,0
4682,0
4683,0
4173,0
5198,0
3663,1
4692,1
3673,0
3674,1
7776,1
3681,0
2147,1
2148,0
4061,1
3693,0
3192,0
7803,0
3711,1
3712,0
2411,0
4205,0
3218,0
3219,0
3220,0
3223,1
3237,0
3238,0
5803,1
2733,1
6831,0
6845,1
7627,0
5827,1
3268,0
6343,0
3786,1
6350,0
1571,0
4309,1
3812,0
1258,0
4180,0
753,0
3826,1
3684,0
2811,0
1294,0
2521,1
7448,0
6959,0
5920,0
3876,0
7461,0
1318,1
6442,0
6443,1
6445,1
4911,1
5937,1
4915,0
4918,0
6465,0
2374,0
5450,0
1359,0
3131,0
2898,1
2903,0
5977,0
2906,0
2907,1
5468,1
2910,1
4450,0
2915,1
6503,0
360,1
1899,1
2412,1
4461,0
2926,0
2927,0
2928,1
2929,0
2930,1
4980,1
4469,1
7032,0
7034,1
2944,0
3393,0
4488,1
1425,1
1432,0
2976,1
4513,1
2980,1
2471,1
1778,0
2990,1
948,1
949,0
955,0
6076,0
957,0
1983,1
4512,1
2635,0
2550,0
4043,1
7118,0
3024,1
4051,0
5588,1
4057,1
2522,1
847,0
4060,1
5085,1
4579,1
997,1
1510,0
488,0
3049,0
492,1
5970,0
6129,0
2046,1
3574,1
4089,0
2557,1
3070,0
