4097,0
1027,0
5633,0
6153,0
3597,0
7694,0
2064,0
6161,0
2067,1
5142,0
23,0
3609,0
6172,0
2079,0
1058,1
6691,1
2084,0
3623,0
7212,0
4987,0
558,1
1071,1
1073,1
3634,0
5686,0
5687,1
6201,0
58,1
571,0
61,0
5813,1
6723,0
69,1
3654,1
4169,0
3146,1
1099,0
1100,0
78,1
4176,0
5902,0
1721,1
2648,0
95,1
97,0
7266,0
1124,0
5735,1
6762,0
6763,0
3182,0
6333,0
5746,0
7795,0
2168,1
121,0
2170,0
125,1
126,0
1153,1
131,0
133,1
3719,0
138,0
4546,0
7822,0
5265,0
7314,0
663,0
2712,0
4761,1
6811,0
6620,0
157,0
1699,0
3236,1
166,1
172,1
173,1
175,0
176,1
177,1
178,1
6324,0
181,1
6328,0
6329,1
2785,0
4796,0
7869,1
190,0
1729,1
195,1
5494,0
1735,1
1740,0
6346,0
716,1
6690,0
5752,0
213,0
5846,0
4311,1
1757,0
6367,0
5856,0
1761,0
7907,0
228,1
2342,0
230,1
1768,1
7913,0
236,0
237,1
238,1
7407,1
246,0
7416,1
1786,0
3323,0
1277,1
2262,0
1289,0
4055,0
7438,1
2836,0
6933,0
1307,0
3205,0
7462,0
1831,0
4905,1
4906,0
811,0
4908,0
4909,1
5422,1
5000,0
1247,0
2876,0
2877,1
319,1
4034,0
4929,0
2370,1
1350,0
839,0
5962,1
4151,0
5459,0
3930,0
348,0
4958,0
6337,0
4925,0
5491,0
885,0
3958,1
2423,0
4473,0
3451,0
6529,0
1922,1
3461,0
3464,0
3467,1
2713,0
6895,0
155,0
1965,0
6301,0
5556,0
88,1
5563,0
151,0
7760,0
1474,1
6731,0
3525,0
1991,0
4041,1
4557,0
4048,0
467,0
4564,0
7126,0
7127,1
2523,1
4572,0
7133,0
6224,0
3555,1
999,0
1512,0
1517,0
3566,0
1519,1
7153,0
501,1
5112,0
7674,0
509,1
