2048,1
1,0
3414,1
2054,1
6152,0
2075,1
33,1
4130,1
6150,0
6190,0
6193,0
51,1
66,1
67,1
68,1
70,0
5473,0
74,0
85,1
2137,1
94,0
4453,0
2145,0
107,1
4216,1
123,1
141,1
3096,0
27,1
2224,1
2246,0
6344,1
6345,0
7203,0
216,0
217,1
4815,0
226,1
4325,1
4327,0
240,0
4337,0
2771,1
244,0
245,1
247,0
5162,0
7553,1
4362,1
4375,0
4376,0
4377,1
4380,0
4381,1
4382,0
4384,0
2337,1
4390,0
4391,1
4392,1
4395,0
302,1
308,1
4405,0
4408,0
313,0
314,1
7221,0
322,0
2405,0
7855,0
6528,0
4482,0
6532,0
6533,0
6538,0
6545,0
6548,1
6550,0
6552,0
6556,0
6557,0
6558,0
6561,0
6566,0
6567,0
6568,0
6569,1
2474,1
6573,1
6580,0
6581,0
6582,0
6583,0
6588,0
6589,0
6591,1
6592,0
6594,0
6595,0
6597,0
6599,0
6600,0
6610,0
6611,0
468,0
469,0
6615,0
6616,0
6618,0
6627,0
6631,0
6635,0
6637,1
494,1
6642,0
503,1
6649,0
6570,0
2586,1
2591,0
548,1
2604,0
2611,1
2612,0
2619,1
2620,0
573,1
4680,1
6742,0
6753,1
4715,0
2673,0
2676,0
4737,1
4758,0
453,0
4768,1
4776,1
4779,0
1481,1
703,0
4810,0
4811,0
6861,1
6862,0
2767,1
4819,0
4827,0
6877,0
4835,0
4838,0
4840,0
4851,0
4854,0
4855,1
6914,0
3542,1
2832,1
4568,1
2834,1
2851,1
6954,0
6958,0
815,0
818,0
6963,1
830,0
835,0
4237,0
857,0
858,0
4956,1
862,1
4961,0
4967,1
4970,1
7020,0
4983,0
4988,0
5610,0
894,0
4994,0
4998,0
904,1
5612,0
7054,0
2959,1
2960,1
6638,0
7073,0
7084,0
5046,1
5048,1
5050,1
5053,0
5056,0
7109,0
5065,0
5066,0
5067,0
5069,0
5072,0
5084,1
5086,1
5090,0
7143,0
7144,0
7145,0
7147,0
7150,0
7154,1
7155,0
7156,0
5110,0
7160,1
5114,0
7166,0
1023,1
7168,0
1025,1
7171,0
7172,0
7174,0
7175,0
7178,0
7187,0
7188,0
7191,0
7192,0
3098,0
7195,0
7196,0
7197,0
5150,1
5152,1
7202,0
5155,0
5156,0
7206,0
7208,0
5161,0
7210,0
7211,1
7213,0
5166,1
5167,0
7218,0
7219,0
1076,1
5173,0
7222,0
7223,0
7224,0
7225,0
7226,0
5182,0
5183,0
7232,0
7234,0
5193,0
5194,0
7244,0
5197,0
7247,0
7248,0
7250,0
5203,0
5204,0
5205,1
7254,0
7256,0
5213,0
5214,0
5215,0
5216,1
5217,0
5222,0
3175,1
5224,0
5225,0
5227,0
5229,0
5230,0
5231,0
5234,1
5235,0
5238,0
5239,0
7289,0
5247,0
5248,0
5255,0
5256,0
5257,0
5260,0
5263,0
5282,1
1188,1
1189,1
201,0
5314,0
5316,0
3617,0
7716,0
1243,0
1250,1
3302,0
3322,0
3357,1
3234,0
1322,1
5424,1
5436,1
7491,1
7495,0
5448,0
7751,0
7501,1
5460,1
910,1
5462,0
5467,0
5470,0
7056,0
1254,0
5478,0
5486,0
5498,0
3452,1
5501,1
5502,0
5504,0
5505,1
3458,1
5509,1
5517,0
5523,0
5524,0
5525,0
5527,0
5530,1
5531,0
5532,0
5533,0
5534,0
5535,0
5538,0
5547,0
7597,0
7598,0
5704,0
7602,0
5555,0
7209,0
5559,0
5560,0
5561,1
5562,0
5706,0
5567,1
5577,1
3534,1
3535,0
3536,1
3537,0
3538,1
3539,0
7638,0
3546,1
3547,0
1502,0
1504,0
1506,1
5603,0
7656,1
7658,1
7660,1
5714,0
3568,0
7665,0
3570,0
5619,0
3572,1
5622,0
5623,0
1528,0
7689,0
5641,1
7692,0
3602,1
3603,1
3604,1
5660,0
5661,0
5662,0
7713,0
3618,1
3619,0
3620,1
5674,0
5675,1
5676,1
3632,0
5685,0
5688,0
3641,1
1596,1
5695,0
5697,0
5702,0
3655,1
3656,1
3658,0
5708,0
5709,0
5710,0
5712,1
7762,0
3667,1
3668,0
7768,0
7769,1
7772,0
7782,1
7783,0
3688,1
7788,0
7789,0
7790,0
7791,0
7784,0
7794,0
3707,1
5756,0
7807,0
7808,0
7809,1
7810,0
7811,0
7812,0
7813,0
7814,0
7816,0
7817,0
7818,0
7820,0
1677,0
5774,0
7823,1
280,0
7826,0
7827,0
1684,1
6425,0
1701,0
6428,0
7854,0
1711,0
7856,0
7857,0
7859,0
7861,0
1718,1
3767,1
7865,0
3770,1
3773,0
288,0
5843,0
7894,0
5853,0
5860,1
7911,0
7912,0
5878,0
7220,0
5901,1
5907,1
4398,0
5915,0
3875,1
5926,1
5927,1
5963,0
4409,1
5980,0
5982,0
5989,0
6002,1
6005,0
6013,0
1918,1
6019,0
6020,1
6029,0
6033,0
1940,1
6043,0
4003,1
4004,1
6053,0
6057,0
6065,0
6066,0
6067,0
6071,0
6073,0
6074,0
6075,0
6077,0
6078,0
6079,1
6081,0
6085,0
6086,0
6087,1
6088,1
6089,0
6090,1
6091,0
6092,0
6093,0
6094,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,0
6112,0
6113,0
6114,0
6116,0
6117,0
6120,1
6121,1
6122,0
6128,0
6137,0
6138,0
