6144,1
4610,1
6664,0
7179,1
6672,1
2582,1
2583,0
7704,0
2585,0
6682,0
2587,0
7708,1
3103,0
4641,0
6180,0
5212,0
3335,0
5681,0
5682,0
2613,1
4153,1
6751,0
7691,0
7264,0
6155,0
7749,0
7750,0
7521,1
6733,0
4694,0
3676,1
5726,0
3679,1
4192,1
2657,1
6754,0
7271,1
4717,0
2158,1
624,1
118,1
5242,1
4219,0
4734,0
704,0
7303,0
1164,0
5261,1
6800,1
148,1
4206,1
3735,1
7321,0
2714,1
7319,0
7837,0
1477,1
653,0
6768,0
6171,0
3240,1
6315,1
6830,0
6321,1
4639,0
4799,0
7872,1
5829,0
4295,1
4301,0
7440,0
1745,0
3282,0
5923,0
6357,0
3802,0
5754,0
6369,0
3366,0
1255,1
4328,0
6377,1
5866,1
7063,0
4332,0
3310,1
7410,0
6901,1
7418,0
7125,0
5888,0
5892,1
5894,0
3847,1
4364,0
1296,1
3345,0
5908,0
6935,0
1817,1
4378,1
3355,0
2848,0
5411,1
5414,1
5417,1
3370,0
647,0
3037,0
5427,1
5431,1
4063,1
4412,0
6974,1
2881,1
2882,0
7492,1
7494,1
5960,0
7503,0
6993,0
7506,0
7510,0
7511,0
6488,0
3728,0
7518,0
2789,0
7312,1
5986,0
231,1
7533,0
7534,0
7535,0
7540,0
6526,0
5503,0
2950,0
5783,0
6547,0
7573,0
2966,0
2969,0
3481,1
3997,0
418,1
2468,1
7088,1
7091,0
5047,0
3743,0
5052,1
3005,1
6645,0
2805,0
7616,0
5057,0
5572,1
7621,1
2721,0
457,0
7115,0
5070,0
7119,0
7120,0
7121,1
3028,0
3029,0
3545,0
3035,1
3834,1
6111,0
7649,0
7138,0
3043,0
7705,0
3561,0
4587,1
5613,0
5103,0
6133,0
6646,0
6655,0
