3072,0
4099,1
2421,0
2068,1
539,1
540,1
4638,1
7714,0
6189,0
6194,0
1080,0
2106,1
1086,1
1599,1
3136,0
3650,0
6213,0
1610,1
7756,0
611,0
1111,1
6021,0
7770,1
5724,0
1629,1
6239,0
1123,1
612,1
614,1
617,0
619,1
620,0
623,0
6504,0
116,0
4286,0
122,0
5243,0
3714,0
2186,0
1389,0
6802,1
2199,1
5279,0
4472,1
7330,0
3748,1
6312,0
7879,0
5804,0
686,1
6326,0
1719,1
3258,0
6334,1
1727,1
1731,1
5830,1
3361,0
3274,1
7886,0
6863,0
3793,1
4821,0
5338,1
6882,1
2961,0
5841,0
6893,0
1262,1
1793,0
2819,0
7429,0
3359,1
2849,1
3373,0
5945,0
2363,1
3389,0
5950,0
5954,0
836,1
5957,0
2377,0
2890,0
339,1
2900,0
4949,0
346,1
1885,1
2912,1
2914,1
3939,1
3941,0
1895,0
4456,1
4242,1
4464,0
4466,0
1908,0
1598,0
888,1
1915,0
3455,0
384,1
1413,1
1418,1
6543,1
401,1
4505,0
4514,0
422,1
5546,1
2988,0
5549,0
2998,1
6584,0
4541,1
449,1
977,1
5587,1
1446,0
2534,1
2537,1
2028,0
1522,0
5115,0
